,scores_teaching,scores_research,scores_citations,name,scores_industry_income,scores_international_outlook,location,stats_number_students,male_ratio,female_ratio,male_population,female_population,subjects_offered,stats_pc_intl_students
907,19.4,16.3,52.9,University of Malta,35.2,59.1,Malta,10137.0,59.0,41.0,5981.0,4156.0,"Biological Sciences,Psychology,Education,Archaeology,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Business & Management,Physics & Astronomy,Civil Engineering,Accounting & Finance,Languages, Literature & Linguistics,Medicine & Dentistry,Electrical & Electronic Engineering,Agriculture & Forestry,Sociology,Art, Performing Arts & Design,Geography,Communication & Media Studies,Mathematics & Statistics,Law,Chemistry,Economics & Econometrics,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mechanical & Aerospace Engineering,Architecture,Sport Science",10.0
908,14.3,11.9,58.7,University of Maragheh,34.8,23.2,Iran,3085.0,53.0,47.0,1635.0,1450.0,"Chemical Engineering,Physics & Astronomy,Biological Sciences,Geography,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Chemistry,Education,Mechanical & Aerospace Engineering,Agriculture & Forestry,Psychology,Civil Engineering,Law",0.0
909,35.3,16.3,38.3,Marquette University,37.1,27.2,United States,10811.0,55.0,45.0,5946.0,4865.0,"Economics & Econometrics,Sociology,Psychology,Mathematics & Statistics,Civil Engineering,Law,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Physics & Astronomy,Sport Science,Education,Computer Science",0.0
910,23.5,27.8,31.4,Masaryk University,36.2,64.9,Czech Republic,30485.0,62.0,38.0,18901.0,11584.0,"Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Chemistry,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geography,Business & Management,Archaeology,Sociology,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,Chemical Engineering,Other Health,Accounting & Finance,Physics & Astronomy,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Law,Education,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Psychology",23.0
911,26.2,17.4,45.7,University of Memphis,36.3,25.4,United States,16109.0,59.0,41.0,9504.0,6605.0,"Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Mechanical & Aerospace Engineering,Psychology,Economics & Econometrics,Law,Sociology,Accounting & Finance,Chemistry,History, Philosophy & Theology,Electrical & Electronic Engineering,Geography,Architecture,Languages, Literature & Linguistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Computer Science,Biological Sciences,Other Health,Mathematics & Statistics,Business & Management,Sport Science",0.0
912,16.0,8.3,57.2,Menoufia University,36.1,39.7,Egypt,79591.0,52.0,48.0,41387.0,38204.0,"Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Communication & Media Studies,Sport Science,Computer Science,Business & Management,Archaeology,Physics & Astronomy,Architecture,Geology, Environmental, Earth & Marine Sciences,General Engineering,Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Education,Psychology,Geography,History, Philosophy & Theology,Mathematics & Statistics,Law,Veterinary Science,Medicine & Dentistry,Other Health,Sociology,Agriculture & Forestry,Languages, Literature & Linguistics,Economics & Econometrics,Biological Sciences",0.0
913,17.6,16.0,51.4,Metropolitan Autonomous University,37.0,25.2,Mexico,59705.0,49.0,51.0,29255.0,30450.0,"Business & Management,General Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Veterinary Science,Computer Science,Chemistry,Agriculture & Forestry,Economics & Econometrics,Other Health,Psychology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Medicine & Dentistry,History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Architecture,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Biological Sciences,Education,Law,Geography",0.0
914,17.2,16.2,49.3,Miguel Hernández University of Elche,38.9,38.2,Spain,12159.0,48.0,52.0,5836.0,6323.0,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Business & Management,Agriculture & Forestry,Law,Other Health,Communication & Media Studies,Sport Science,Biological Sciences,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology,Politics & International Studies (incl Development Studies)",0.0
915,24.0,22.8,38.6,University of Minho,52.3,57.1,Portugal,19246.0,55.0,45.0,10585.0,8661.0,"Medicine & Dentistry,Mathematics & Statistics,Business & Management,General Engineering,Geography,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Chemistry,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Psychology,Architecture,Chemical Engineering,Agriculture & Forestry,Archaeology,Education,Biological Sciences,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies",15.0
916,19.4,19.3,40.3,University of Namur,40.8,67.9,Belgium,6727.0,56.0,44.0,3767.0,2960.0,"History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Physics & Astronomy,Veterinary Science,Communication & Media Studies,Accounting & Finance,Chemistry,Law,Geography,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Computer Science,Archaeology,Economics & Econometrics,Mathematics & Statistics,Biological Sciences,Languages, Literature & Linguistics,Business & Management",12.0
917,18.7,15.5,59.4,Nanjing University of Information Science and Technology,43.0,33.2,China,29088.0,0.0,0.0,0.0,0.0,"Electrical & Electronic Engineering,Agriculture & Forestry,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Chemistry,Accounting & Finance,Physics & Astronomy,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Law,Computer Science,Communication & Media Studies,Education",0.0
918,20.0,12.5,55.6,Nanjing Normal University,52.1,26.9,China,30317.0,69.0,31.0,20919.0,9398.0,"Chemical Engineering,Physics & Astronomy,Education,Sociology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Mathematics & Statistics,Accounting & Finance,Biological Sciences,Psychology,History, Philosophy & Theology,Computer Science,Sport Science,Archaeology,General Engineering,Communication & Media Studies,Economics & Econometrics,Chemistry,Geography,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Law",0.0
919,18.8,13.4,57.0,Nanjing Tech University,62.7,28.5,China,36816.0,0.0,0.0,0.0,0.0,"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Mechanical & Aerospace Engineering,Sport Science,Chemistry,Architecture,Accounting & Finance,Law,Physics & Astronomy,Computer Science,General Engineering,Chemical Engineering,Biological Sciences,Business & Management,Mathematics & Statistics",0.0
920,30.6,28.2,20.2,National Autonomous University of Mexico,63.1,47.3,Mexico,167254.0,51.0,49.0,85300.0,81954.0,"Accounting & Finance,Law,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Veterinary Science,Education,Physics & Astronomy,Medicine & Dentistry,Biological Sciences,Mathematics & Statistics,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Mechanical & Aerospace Engineering,Sociology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Business & Management,Agriculture & Forestry,Psychology",0.0
921,24.1,15.3,44.9,National Institute of Technology Rourkela,36.3,18.4,India,6757.0,15.0,85.0,1014.0,5743.0,"Languages, Literature & Linguistics,General Engineering,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,Architecture,Biological Sciences,Physics & Astronomy,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemical Engineering,Chemistry",0.0
922,21.9,15.6,46.2,National University of Sciences and Technology,38.1,45.7,Pakistan,11375.0,33.0,67.0,3754.0,7621.0,"Communication & Media Studies,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Electrical & Electronic Engineering,Education,Physics & Astronomy,Architecture,Business & Management,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Chemistry,General Engineering,Mathematics & Statistics,Psychology,Computer Science,Mechanical & Aerospace Engineering,Other Health,Biological Sciences,Accounting & Finance,Law,Economics & Econometrics",0.0
923,25.9,35.4,25.4,National Sun Yat-Sen University,62.5,44.5,Taiwan,7991.0,40.0,60.0,3196.0,4795.0,"Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Business & Management,Physics & Astronomy,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,Education,Psychology,Mechanical & Aerospace Engineering,Economics & Econometrics,Agriculture & Forestry,Mathematics & Statistics,General Engineering,Sociology,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Biological Sciences,Other Health,Architecture,Law,Geography",10.0
924,22.6,16.8,41.1,National Technical University of Athens,53.5,38.3,Greece,13309.0,36.0,64.0,4791.0,8518.0,"Architecture,Biological Sciences,Computer Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry,Chemical Engineering,General Engineering,Geography,Electrical & Electronic Engineering,Civil Engineering",0.0
925,27.4,14.4,51.7,National Institute of Technology Silchar,35.3,14.9,India,3494.0,16.0,84.0,559.0,2935.0,"General Engineering,Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics,Computer Science,Chemistry,Civil Engineering,Electrical & Electronic Engineering,Physics & Astronomy",0.0
926,17.3,11.3,44.3,Near East University,54.2,95.5,Northern Cyprus,20147.0,44.0,56.0,8865.0,11282.0,"Medicine & Dentistry,Law,Civil Engineering,Architecture,Veterinary Science,Agriculture & Forestry,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Physics & Astronomy,Business & Management,Chemistry,Psychology,Sport Science,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Economics & Econometrics,Other Health,History, Philosophy & Theology,General Engineering,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Geography,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education",86.0
927,29.8,24.0,40.7,"University of Nevada, Las Vegas",35.4,31.1,United States,26176.0,57.0,43.0,14920.0,11256.0,"Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,General Engineering,Sociology,Sport Science,Education,Agriculture & Forestry,Architecture,Economics & Econometrics,Computer Science,Psychology,Archaeology,Veterinary Science,Art, Performing Arts & Design,Medicine & Dentistry,Chemistry,Mechanical & Aerospace Engineering,Geography,Business & Management,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Other Health,Law,Biological Sciences,Politics & International Studies (incl Development Studies)",0.0
928,25.1,15.9,40.4,The New School,39.8,50.7,United States,10379.0,72.0,28.0,7473.0,2906.0,"Computer Science,Art, Performing Arts & Design,Architecture,Education,Sociology,Languages, Literature & Linguistics,Communication & Media Studies,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Business & Management,Psychology",35.0
929,24.1,20.3,43.8,New Mexico State University (Main campus),38.9,38.1,United States,12401.0,56.0,44.0,6945.0,5456.0,"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemistry,Politics & International Studies (incl Development Studies),Geography,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Other Health,Mathematics & Statistics,Sociology,Communication & Media Studies,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Psychology,Agriculture & Forestry,Biological Sciences,General Engineering,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Education,Physics & Astronomy",0.0
930,24.4,13.0,52.3,Niigata University,41.2,24.5,Japan,12061.0,38.0,62.0,4583.0,7478.0,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),Sociology,Other Health,General Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geography,Business & Management,Education,Art, Performing Arts & Design,History, Philosophy & Theology,Psychology,Chemistry,Economics & Econometrics,Communication & Media Studies,Archaeology,Agriculture & Forestry,Physics & Astronomy,Chemical Engineering,Law,Architecture,Accounting & Finance,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Biological Sciences,Sport Science,Mechanical & Aerospace Engineering,Civil Engineering",0.0
931,22.5,15.1,36.7,Normandy University,35.8,55.8,France,68075.0,56.0,44.0,38122.0,29953.0,"Archaeology,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Chemistry,Art, Performing Arts & Design,Civil Engineering,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Computer Science,Veterinary Science,Communication & Media Studies,Accounting & Finance,Law,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Sport Science,Psychology,Other Health,Economics & Econometrics,General Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Mathematics & Statistics",12.0
932,19.9,10.0,65.2,University of North Carolina at Charlotte,34.8,33.5,United States,27133.0,48.0,52.0,13024.0,14109.0,"History, Philosophy & Theology,Geography,Art, Performing Arts & Design,Education,General Engineering,Biological Sciences,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Mathematics & Statistics,Architecture,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Communication & Media Studies,Other Health,Psychology,Computer Science,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sport Science,Sociology,Civil Engineering",0.0
933,24.2,19.3,50.7,University of North Carolina at Greensboro,35.6,24.1,United States,18077.0,71.0,29.0,12835.0,5242.0,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Law,Sociology,Biological Sciences,Geography,Economics & Econometrics,Medicine & Dentistry,Psychology,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Archaeology,Accounting & Finance,Sport Science,Business & Management,Other Health",0.0
934,25.3,26.2,28.7,"Northeastern University, China",92.9,37.6,China,38205.0,0.0,0.0,0.0,0.0,"Art, Performing Arts & Design,Chemistry,Other Health,Business & Management,Sociology,Medicine & Dentistry,Law,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sport Science,Education,Computer Science,Communication & Media Studies,Civil Engineering,Biological Sciences,Architecture,Mechanical & Aerospace Engineering,Physics & Astronomy,Mathematics & Statistics",0.0
935,24.7,14.6,49.1,Northeast Normal University,38.4,24.8,China,30340.0,70.0,30.0,21238.0,9102.0,"Biological Sciences,Law,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Geography,Psychology,Mathematics & Statistics,Education,Physics & Astronomy,Accounting & Finance,Communication & Media Studies,History, Philosophy & Theology,Sociology,Art, Performing Arts & Design,Chemistry,Sport Science,Business & Management,Languages, Literature & Linguistics",0.0
936,21.0,20.1,43.5,University of Northern British Columbia (UNBC),35.2,40.8,Canada,2918.0,62.0,38.0,1809.0,1109.0,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Other Health,Mathematics & Statistics,Education,General Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Computer Science,Geography,Physics & Astronomy,Biological Sciences,Psychology,Agriculture & Forestry,Medicine & Dentistry,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Accounting & Finance,Business & Management,History, Philosophy & Theology,Civil Engineering",0.0
937,21.9,17.1,51.2,NorthWest A&F University,58.6,25.7,China,29511.0,49.0,51.0,14460.0,15051.0,"Economics & Econometrics,Veterinary Science,Biological Sciences,General Engineering,Sport Science,Agriculture & Forestry,Chemical Engineering,Other Health,Business & Management,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences",0.0
938,38.6,32.1,20.2,Novosibirsk State University,38.3,43.7,Russian Federation,7008.0,0.0,0.0,0.0,0.0,"Languages, Literature & Linguistics,General Engineering,Sociology,Archaeology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Education,Mathematics & Statistics,Chemical Engineering,Psychology,History, Philosophy & Theology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Agriculture & Forestry,Business & Management,Biological Sciences,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Law,Other Health,Communication & Media Studies",20.0
939,23.4,19.2,43.7,Old Dominion University,34.8,31.1,United States,18713.0,56.0,44.0,10479.0,8234.0,"Medicine & Dentistry,Other Health,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Psychology,General Engineering,Geography,Economics & Econometrics,Accounting & Finance",0.0
940,20.3,17.1,47.0,University of Oviedo,38.8,34.6,Spain,20844.0,54.0,46.0,11256.0,9588.0,"Other Health,Chemistry,Civil Engineering,Languages, Literature & Linguistics,Chemical Engineering,Physics & Astronomy,Accounting & Finance,General Engineering,Geography,Business & Management,Education,Agriculture & Forestry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Computer Science,Law,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Archaeology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology",0.0
941,20.1,21.4,41.6,Palacký University Olomouc,35.9,59.2,Czech Republic,17818.0,69.0,31.0,12294.0,5524.0,"Geography,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Psychology,History, Philosophy & Theology,Archaeology,Education,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Economics & Econometrics,Law,Communication & Media Studies,Other Health,Sociology,Business & Management,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy",13.0
942,18.1,13.4,47.0,University of Patras,40.3,38.2,Greece,25870.0,44.0,56.0,11383.0,14487.0,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Economics & Econometrics,Civil Engineering,Mathematics & Statistics,Chemical Engineering,Physics & Astronomy,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Archaeology,Education,Chemistry,Art, Performing Arts & Design,Electrical & Electronic Engineering,History, Philosophy & Theology,Biological Sciences,Other Health,Law,Business & Management,Agriculture & Forestry,Medicine & Dentistry,General Engineering",0.0
943,32.8,11.5,39.1,University of Pécs,36.8,56.5,Hungary,17223.0,57.0,43.0,9817.0,7406.0,"Archaeology,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Architecture,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Chemistry,Chemical Engineering,Biological Sciences,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management,Civil Engineering,Education,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Law,General Engineering,Geography,Sociology,Mathematics & Statistics,Other Health,Computer Science,Languages, Literature & Linguistics,Sport Science,Psychology",24.0
944,26.2,24.5,29.0,Universiti Pendidikan Sultan Idris,99.9,51.4,Malaysia,6312.0,52.0,48.0,3282.0,3030.0,"Sport Science,Business & Management,Psychology,Accounting & Finance,Sociology,Economics & Econometrics,Mathematics & Statistics,Education,Chemistry,History, Philosophy & Theology,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Computer Science,Geography",16.0
945,24.5,19.0,39.9,Polytechnic University of Valencia,47.4,53.2,Spain,22562.0,42.0,58.0,9476.0,13086.0,"Other Health,Geography,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Civil Engineering,History, Philosophy & Theology,General Engineering,Business & Management,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Computer Science,Architecture,Geology, Environmental, Earth & Marine Sciences",16.0
946,29.1,29.1,28.0,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),100.0,37.8,Brazil,14332.0,50.0,50.0,7166.0,7166.0,"History, Philosophy & Theology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Law,Communication & Media Studies,Computer Science,Mathematics & Statistics,Languages, Literature & Linguistics,Biological Sciences,Education,Chemistry,Architecture,Civil Engineering,Geography,Business & Management,Psychology,Economics & Econometrics,Physics & Astronomy,Chemical Engineering,Electrical & Electronic Engineering,Sociology",0.0
947,22.9,14.3,46.9,Pontifical Catholic University of Rio Grande do Sul (PUCRS),61.3,31.2,Brazil,15149.0,42.0,58.0,6363.0,8786.0,"Economics & Econometrics,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Computer Science,Sport Science,Electrical & Electronic Engineering,Architecture,Other Health,Communication & Media Studies,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Psychology,Education,Business & Management,General Engineering",0.0
948,22.9,20.1,38.5,Portland State University,36.1,30.3,United States,19576.0,56.0,44.0,10963.0,8613.0,"Business & Management,General Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Psychology,Accounting & Finance,Civil Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Communication & Media Studies,Archaeology,Computer Science,Chemistry,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy",0.0
949,31.8,30.4,24.3,Pusan National University,45.6,26.0,South Korea,21447.0,44.0,56.0,9437.0,12010.0,"Accounting & Finance,History, Philosophy & Theology,Architecture,Civil Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Education,Electrical & Electronic Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Other Health,Physics & Astronomy,Business & Management,Chemical Engineering,Veterinary Science,Agriculture & Forestry,Psychology,Sport Science,Biological Sciences,Politics & International Studies (incl Development Studies),Chemistry,Mechanical & Aerospace Engineering,Sociology,Communication & Media Studies,General Engineering,Art, Performing Arts & Design,Law,Mathematics & Statistics,Archaeology,Computer Science",0.0
950,15.8,14.0,64.0,Qingdao University,38.6,20.1,China,44244.0,55.0,45.0,24334.0,19910.0,"Art, Performing Arts & Design,Other Health,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Law,Chemical Engineering,Sociology,Business & Management,Computer Science,Mathematics & Statistics,Education,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Chemistry",0.0
951,26.2,16.7,46.0,University of Rennes 1,39.7,57.1,France,29058.0,52.0,48.0,15110.0,13948.0,"Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,Computer Science,Other Health,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Accounting & Finance,Education,Chemistry,Sociology,Biological Sciences,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Chemical Engineering,Mathematics & Statistics,Sport Science,Civil Engineering,Law,Archaeology,General Engineering",12.0
952,20.5,19.1,42.4,Rochester Institute of Technology,36.2,41.1,United States,14383.0,35.0,65.0,5034.0,9349.0,"Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Physics & Astronomy,Medicine & Dentistry,Business & Management,Communication & Media Studies,Mathematics & Statistics,Psychology,Other Health,Languages, Literature & Linguistics,Chemistry,General Engineering,Civil Engineering,Sociology,Computer Science,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics",17.0
953,20.6,21.0,38.3,University of Roehampton,35.0,80.6,United Kingdom,7670.0,70.0,30.0,5369.0,2301.0,"Sport Science,History, Philosophy & Theology,Sociology,Law,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Accounting & Finance,Psychology,Computer Science,Business & Management,Politics & International Studies (incl Development Studies),Other Health,Economics & Econometrics,Art, Performing Arts & Design,Education",31.0
954,20.2,28.9,36.3,Toronto Metropolitan University,37.7,56.4,Canada,35543.0,55.0,45.0,19549.0,15994.0,"Sociology,Chemical Engineering,Architecture,Computer Science,Psychology,Mechanical & Aerospace Engineering,Other Health,Civil Engineering,Law,Economics & Econometrics,Communication & Media Studies,Geography,Physics & Astronomy,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,Accounting & Finance,Business & Management,General Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Biological Sciences,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Mathematics & Statistics",0.0
955,23.9,19.1,34.7,University of Salamanca,37.5,55.1,Spain,28269.0,60.0,40.0,16961.0,11308.0,"Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,General Engineering,Geography,Archaeology,Computer Science,Agriculture & Forestry,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Other Health,Biological Sciences,Sociology,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Economics & Econometrics,Physics & Astronomy,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering",18.0
956,23.2,19.3,52.1,University of Salento,36.9,28.5,Italy,13085.0,62.0,38.0,8113.0,4972.0,"Civil Engineering,Geography,Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,Sport Science,Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Languages, Literature & Linguistics,Law,Physics & Astronomy,Sociology,Biological Sciences,Mechanical & Aerospace Engineering,Archaeology,Psychology",0.0
